Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url,Original_Language_num,Genre_num
1/11/2013 0:00,A Haunted House,malcolm kisha move dream learn demon resides kisha becomes possessed malcolm determined keep life track turns priest psychic team ghost busters help spoof found footage documentary style films released recent years ,75.39,1394,5.7,en,Comedy Horror,https://image.tmdb.org/t/p/original/skQt53YE2iyOftXj5afJkHmYxLW.jpg,8,0.141935101
1/12/2013 0:00,Hunter x Hunter: Phantom Rouge,killua kurapika leorio reunite face dangerous opponent member phantom troupe ,27.484,133,7.2,ja,Animation Adventure Fantasy Action,https://image.tmdb.org/t/p/original/tBbr1LJn5rrP08Y16jJAKwLEECf.jpg,21,0.305719433
1/12/2013 0:00,The Last Stand,owens sheriff quiet border town sommerton junction leaving lapd bungled operation escape notorious drug baron gang hostage heading sommerton junction police preparing make stand intercept cross border owens reluctant become involved ultimately joins enforcement efforts ,15.436,2281,6,en,Action Crime Thriller,https://image.tmdb.org/t/p/original/4PGpdWDQOjlsMcMIyTwI5Q9jPRJ.jpg,8,0.210208462
1/14/2013 0:00,The Haunting of Helena,divorce sophia moves south italy daughter helena apartment austere building fascist chance start life storage room hides mysterious closet buried secret loss helenaâ baby tooth chilling obsession begins apparition haunts sleep ,159.578,119,5.6,en,Horror Thriller,https://image.tmdb.org/t/p/original/iB8rf8FYHGlrbmLybCo6Mpg8hNt.jpg,8,0.129097763
1/14/2013 0:00,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,stint psychiatric hospital young woman returns house father killed entire cast artist exorcism ,16.251,87,4.1,en,Comedy,https://image.tmdb.org/t/p/original/f2YtZ8HHVt0F7sHg8r7GwlSKmKW.jpg,8,0.094316053
1/17/2013 0:00,Hansel & Gretel: Witch Hunters,getting taste blood children hansel gretel become ultimate vigilantes hell bent retribution unbeknownst hansel gretel become hunted face evil greater witches ,76.182,5812,6,en,Fantasy Horror Action,https://image.tmdb.org/t/p/original/j343Rpj3WeNvP0SV80zveve70io.jpg,8,0.17698118
1/17/2013 0:00,Mama,guillermo toro presents mama supernatural thriller tells haunting tale girls disappeared woods parents killed rescued years begin life find wants come tuck night ,30.424,3506,6.2,en,Horror,https://image.tmdb.org/t/p/original/tsWqDsd2XiwXbEaPi4uyVAZgtX0.jpg,8,0.047619048
1/18/2013 0:00,Broken City,broken city rife injustice billy taggart seeks redemption revenge double crossed framed powerful figure mayor billy relentless pursuit justice matched streetwise toughness makes unstoppable force mayor worst nightmare ,35.603,1189,5.9,en,Thriller Crime Drama,https://image.tmdb.org/t/p/original/hqa5FwNZC55zqSpdeGFtBDqw55y.jpg,8,0.254524484
1/19/2013 0:00,The Kings of Summer,verge adolescence finds increasingly frustrated single father frank attempts manage life declaring freedom escapes clearing woods friend patrick strange named biaggio announces going build house free responsibility parents makeshift abode finished young find masters destiny woods ,16.766,925,7,en,Comedy Drama,https://image.tmdb.org/t/p/original/6dcIbwJuxlEnzLe0EaGFvsh4ZdS.jpg,8,0.186251123
1/20/2013 0:00,Ghost Team One,roommates deathly afraid ghosts fall love girl believes haunted ,21.312,62,5.4,en,Comedy Horror,https://image.tmdb.org/t/p/original/dfZERS5Xk1s4xuPpkEn5o2acQu.jpg,8,0.141935101
1/23/2013 0:00,Parker,thief unique code professional ethics double crossed crew dead assuming disguise forming unlikely alliance woman looks hijack score crew latest heist ,50.696,2543,6,en,Action Crime,https://image.tmdb.org/t/p/original/u1cl4RsdqMjolVVsHwiLRPN1CT2.jpg,8,0.128729747
1/23/2013 0:00,Miracle in Cell No. 7,story mentally wrongfully accused murder relationship lovingly adorable year daughter ,14.658,319,8.2,ko,Drama Comedy Family,https://image.tmdb.org/t/p/original/4Ht6RBo4fUmSo2tWE6umtNll58z.jpg,22,0.280996537
1/24/2013 0:00,Spring Breakers,college girls restaurant fund spring break florida entangled weird dude criminal agenda ,18.552,3360,5.2,en,Drama Crime,https://image.tmdb.org/t/p/original/h3ufD3KszAl19r1gBv5wgvw4xpn.jpg,8,0.173045769
1/29/2013 0:00,Odd Thomas,california desert town order cook clairvoyant abilities encounters mysterious link dark threatening forces ,67.146,971,6.9,en,Mystery Thriller,https://image.tmdb.org/t/p/original/skBMhQjHLTU1rp4gutxHp0JuY1C.jpg,8,0.129097763
1/29/2013 0:00,Madly Madagascar,favorite madagascar pals adventure alex favorite holiday valentine brings hilarious surprises excitement entire gang melman plans surprise gloria marty tries impress friend wants hands king julien love potion fall love madly madagascar ,34.089,167,6.5,en,Animation Comedy Family,https://image.tmdb.org/t/p/original/1M8J7tpy5Vnkewp1BFS82abGOFD.jpg,8,0.270804552
1/30/2013 0:00,The Berlin File,illicit arms deal goes north korean jong seong finds targeted south koreans bosses ,13.773,147,6.7,ko,Action Thriller,https://image.tmdb.org/t/p/original/bX8OXtPoxbJWcHszHmYQGhLtTmm.jpg,22,0.129097763
1/31/2013 0:00,Warm Bodies,zombie becomes involved girlfriend victims romance sets motion sequence events transform entire lifeless world ,40.667,5328,6.4,en,Horror Comedy Romance,https://image.tmdb.org/t/p/original/pvVpl38YOBDOANb0pWbXFb8X3iZ.jpg,8,0.247753863
1/31/2013 0:00,Bullet to the Head,watching respective partners hitman form alliance order bring common enemy ,18.732,1007,5.5,en,Action Crime Thriller,https://image.tmdb.org/t/p/original/arJfxShfuZPhqfBZZU6DkPZfnjn.jpg,8,0.210208462
2/1/2013 0:00,Berserk: The Golden Age Arc III - The Advent,year passed guts parted ways band hawks meanwhile former mercenary group plotting rescue mission imprisoned griffith ,35.748,233,7.6,ja,Action Adventure Drama Fantasy Animation,https://image.tmdb.org/t/p/original/8VpZDCws3lwrR8RHlPOn7lLeQXS.jpg,21,0.397654503
2/1/2013 0:00,The Haunting in Connecticut 2: Ghosts of Georgia,young family moves historic georgia learn house inhabitants find presence secret rising underground threatening bring path ,26.658,408,5.8,en,Horror Drama Thriller,https://image.tmdb.org/t/p/original/af6YNKYQsX76RSNHh3X4k2OcoQC.jpg,8,0.221032833
2/1/2013 0:00,Journey to the West: Conquering the Demons,world plagued demons cause great human suffering young demon hunter xuan zang risks conquer water demon demon demon demons wukong ,21.87,248,7,zh,Action Fantasy Adventure Comedy,https://image.tmdb.org/t/p/original/XcFMQQfx1gMlh1RyEednP6frNC.jpg,42,0.318292402
2/6/2013 0:00,A Good Day to Die Hard,iconoclastic take prisoners john mcclane finds time foreign soil traveling moscow help wayward jack unaware jack highly trained operative stop nuclear weapons heist russian underworld pursuit battling countdown mcclanes discover opposing methods make unstoppable heroes ,60.518,5489,5.3,en,Action Thriller,https://image.tmdb.org/t/p/original/qLxuRRNqGt5x4dFRYoG5O9mbEwW.jpg,8,0.129097763
2/7/2013 0:00,Identity Thief,mild mannered businessman learns identity stolen hits road attempt foil thief trip puts path deceptively harmless looking woman ,34.624,2891,5.8,en,Comedy Crime,https://image.tmdb.org/t/p/original/lIliJCGoWT6tEVaDivLpXEf038w.jpg,8,0.175426752
2/7/2013 0:00,Side Effects,woman turns prescription medication handling anxiety husband upcoming release prison ,16.554,2600,6.6,en,Thriller Crime Drama,https://image.tmdb.org/t/p/original/ovWRK679TSuvWHVGOGOi1do2DUE.jpg,8,0.254524484
2/7/2013 0:00,Safe Haven,young woman mysterious lands southport north carolina bond widower forces confront dark secret haunts ,15.841,2040,7.2,en,Romance Thriller,https://image.tmdb.org/t/p/original/2CbJ3HTb6SFbMeguYH52UQSHOwY.jpg,8,0.187297478
2/8/2013 0:00,I Give It a Year,quick courtship lovers hastily decide knot year marriage unfolds temptation incompatibility relationship jeopardy ,22.9,625,5.5,en,Comedy Romance,https://image.tmdb.org/t/p/original/hCSqxrM5Sw6AhDIRfxQ4BenPd9y.jpg,8,0.200134815
2/13/2013 0:00,Evil Woman,rosario paid assassin kills mistreat abuse women police capture myth maria hysteric invalid saves rosario exchange ,24.278,8,4,es,Crime Drama,https://image.tmdb.org/t/p/original/7jqDObs4w3fJx8m33HEq6YTdOZh.jpg,9,0.173045769
2/13/2013 0:00,Beautiful Creatures,ethan wate wants know lena duchannes unbeknownst lena strange powers lena birthday approaches decide fate good evil choice impact relationship forever ,22.158,2523,6,en,Fantasy Drama Romance,https://image.tmdb.org/t/p/original/zCYFMTFGpBocjyLMOKrIhGdKF7o.jpg,8,0.279496917
2/14/2013 0:00,Barbie in the Pink Shoes,dance magical adventure barbie kristyn ballerina dreams tries pair sparkling pink shoes friend hailey whisked fantastical ballet world kristyn discovers dance favorite ballets order defeat evil snow queen performances legendary giselle swan lake ballets wonderful journey dance heart dreams come ,32.664,283,6.8,en,Animation Family,https://image.tmdb.org/t/p/original/4HSPgeq04YUghXbSO5tSPP0jZ4k.jpg,8,0.176488499
2/17/2013 0:00,MÃ¶bius,officer falls love agent woman works trader russian bank ,14.613,172,5.7,fr,Drama Thriller,https://image.tmdb.org/t/p/original/8OA7xqy0mvq62DYVloqnRvmUkmM.jpg,14,0.173413785
2/19/2013 0:00,Hansel and Gretel Get Baked,intense marijuana strain named œblack forestâ taking angeles storm gretelâ stoner boyfriend canâ woman growing popular drug lara flynn boyle turns evil witch cooking eating wasted patrons youth gretel brother hansel gruesome death face lives ,15.151,166,5,en,Horror Comedy,https://image.tmdb.org/t/p/original/shYb3LezqJF4P90CGgp9zoD2MjF.jpg,8,0.141935101
2/21/2013 0:00,3096 Days,young austrian girl kidnapped held captivity eight years based life case natascha kampusch ,51.377,654,7.5,de,Drama,https://image.tmdb.org/t/p/original/jQ7aucozEWiz1cBCdZtcYSJfWC7.jpg,6,0.09193507
2/21/2013 0:00,Dark Skies,producers paranormal activity insidious sinister comes dark skies supernatural thriller follows young family suburbs husband wife daniel lacey barret witness escalating series disturbing events involving family safe peaceful quickly unravels becomes clear barret family targeted unimaginably terrifying deadly force daniel lacey take matters hands solve mystery family ,34.921,1449,6.3,en,Science Fiction Thriller Horror,https://image.tmdb.org/t/p/original/euLgEo2kvuLjYxbfOekWF3l82t6.jpg,8,0.278273301
2/21/2013 0:00,Snitch,construction company owner john matthews learns estranged jason arrested drug trafficking facing unjust prison sentence time offender courtesy mandatory minimum sentence laws jason offer leniency good conscience desperately john convinces opportunistic joanne keeghan undercover help make arrests free return unwitting help employee john enters narcotics underworld move operation demand resources wits courage survive ,24.067,1998,6,en,Thriller Drama Action,https://image.tmdb.org/t/p/original/unjVtbWDWIQvVUeiPUTzyykQiVF.jpg,8,0.221032833
2/21/2013 0:00,New World,undercover loyalties tested boss corporate gang spent years infiltrating dies ,15.259,299,7.4,ko,Thriller Crime Drama,https://image.tmdb.org/t/p/original/5Ai3BMJlDGOlZXbcDv3vnOM1CSp.jpg,22,0.254524484
2/25/2013 0:00,Company of Heroes,soldiers lost enemy lines wwii make horrific discovery hitler super bomb development odds find scientist charge program looking defect ,14.005,95,5.4,en,War Drama,https://image.tmdb.org/t/p/original/sWeDlrWPETZpvf04j0Wt0r3I0QJ.jpg,8,0.173678155
2/27/2013 0:00,Jack the Giant Slayer,story ancient reignited young farmhand unwittingly opens gateway world fearsome race giants unleashed earth time centuries giants strive reclaim land lost forcing young jack battle life stop fighting kingdom people love brave princess comes face face unstoppable warriors thought existed legendâ gets chance become legend ,58.027,4291,5.8,en,Fantasy Action Adventure Family,https://image.tmdb.org/t/p/original/xLbVsFpAlwf6khU3gG1yaRBPeC.jpg,8,0.318721763
2/27/2013 0:00,The Dyatlov Pass Incident,february nine russian hikers ventured remote area ural mountains weeks found dead happened mystery baffled investigators researchers decades become known dyatlov pass incident ambitious college students issued grant return site original events gear belief uncover document truth happened supposedly experienced hikers find shocking imagined retracing steps russians fated journey students plagued strange increasingly terrifying phenomena suggest spite desolate surroundings forces work dyatlov pass incident waiting ,20.395,476,5.8,en,Thriller Mystery,https://image.tmdb.org/t/p/original/8hyvniwVeSvKbTNKrY44ndMsQht.jpg,8,0.129097763
2/28/2013 0:00,Stoker,india father dies uncle charlie knew existed comes live unstable mother comes suspect mysterious charming ulterior motives becomes increasingly infatuated ,39.126,1827,6.6,en,Drama Horror Thriller,https://image.tmdb.org/t/p/original/o0giW5oasaef5m9sgBuq0C7IkIa.jpg,8,0.221032833
2/28/2013 0:00,The Last Exorcism Part II,nell sweetzer tries build life events movie evil force possessed returns horrific plan ,20.975,433,4.7,en,Horror Thriller,https://image.tmdb.org/t/p/original/260ztSWhGIYSLAjDC6smFWcdUSp.jpg,8,0.129097763
3/1/2013 0:00,21 & Over,brilliant student jeff chang interview life tomorrow birthday starts casual celebration friends evolves night debauchery risks derail life plan ,21.038,1308,5.8,en,Comedy,https://image.tmdb.org/t/p/original/pxP75KzyHNga8TsQhkuF1XHtr64.jpg,8,0.094316053
3/1/2013 0:00,This Is Our Time,graduation friends make difference world ambitions passions strong courage fulfill calling regardless comes sacrifice asked godly council source group realizes time ,13.866,7,5.9,en,Drama,https://image.tmdb.org/t/p/original/3Lg0HgUt04iFo4LpJ7cVFTZPjAy.jpg,8,0.09193507
3/3/2013 0:00,Monster High: Scaris City of Frights,monstruitas monster obsessed going scaris city frights fashion international competition winner become apprentice world famous madame ghostier designer ,22.756,86,7.5,en,Animation Fantasy,https://image.tmdb.org/t/p/original/3yMa9D9OJV4dxf0Gnnvw6EuHDBB.jpg,8,0.163486169
3/5/2013 0:00,The Marine 3: Homefront,marine takes kidnapped sister stop terrorist attack masterminded radical militia group ,39.318,147,6.3,en,Action,https://image.tmdb.org/t/p/original/9liEU1O0GZIZXYf9SekjH5kb8bb.jpg,8,0.047619048
3/6/2013 0:00,It Boy,alice lantins ambitious committed work neglects personal life ideal candidate editor magazine rebelle fact appears stuck balthazar charming year crosses path colleagues begin light ,40.835,987,6.3,fr,Comedy,https://image.tmdb.org/t/p/original/nMr7vSJzPEQijJY5gyTtkuxo8OY.jpg,14,0.094316053
3/7/2013 0:00,Oz the Great and Powerful,oscar diggs time circus illusionist artist whisked kansas land inhabitants assume great wizard prophecy clutches evil ,35.554,5852,5.9,en,Fantasy Adventure Family,https://image.tmdb.org/t/p/original/7lBgN59T5m1DaC9XcLkHOXdK9ax.jpg,8,0.271102715
3/7/2013 0:00,Vehicle 19,parolee becomes target massive police manhunt inadvertently picking rental female whistleblower tied trunk police attempt silence woman testify city rampant corruption regained freedom defend life clear name ,31.944,425,5.3,en,Thriller Action,https://image.tmdb.org/t/p/original/vRZobS1s3ojOpLFUbFVb2k1qDQI.jpg,8,0.129097763
3/8/2013 0:00,The ABCs of Death,ambitious anthology film featuring segments directed dozen world leading talents contemporary genre film inspired children educational books film comprises individual chapters helmed director assigned letter alphabet directors given free reign choosing word create story involving death ,13.591,440,5,en,Horror,https://image.tmdb.org/t/p/original/dBSEA6P2bq7apsmORxV0a54puhL.jpg,8,0.047619048
3/8/2013 0:00,Dead Man Down,york city crime lord hand seduced woman seeking retribution ,13.462,1200,6.1,en,Thriller Action Crime Drama,https://image.tmdb.org/t/p/original/8xWo2WE36JdBwlCmwvXM4bb5rBg.jpg,8,0.302143532
3/9/2013 0:00,Hanasaku Iroha: Home Sweet Home,sorting mess books staff room ohana happens denroku books recounts story ohana ,13.76,31,6.1,ja,Animation Drama Comedy,https://image.tmdb.org/t/p/original/t5RxZfhMEloJdTB4wcsYiCAsUPV.jpg,21,0.267994207
3/9/2013 0:00,No One Lives,gang ruthless highway killers kidnap wealthy couple traveling cross country shockingly discover things seem ,13.432,459,5.8,en,Horror Thriller,https://image.tmdb.org/t/p/original/dmO5x4STbulw9BlZaVRQF3tHg3t.jpg,8,0.129097763
3/13/2013 0:00,Cottage Country,todd takes girlfriend cammie family cottage reclusive proposal thing expected dealing slacker brother hippie girlfriend comedy errors todd cammie deal accidentally murdered brother order live happily ,20.916,109,5.3,en,Action Comedy Crime Romance Thriller,https://image.tmdb.org/t/p/original/nbUTgFg6zJ1j47irmiivsDEI2rU.jpg,8,0.410343277
3/13/2013 0:00,Crush,secret admirer crush school athlete takes fatal turn ,19.407,256,5.9,en,Thriller,https://image.tmdb.org/t/p/original/zhkznv0Xt6g3dXYWMB8VT0GYOSb.jpg,8,0.081478715
3/14/2013 0:00,The Call,jordan turner experienced operator makes error judgment call ends badly jordan rattled unsure continue teenager casey welson abducted calls jordan called experience insights quick thinking help casey escape make brought justice ,55.79,2448,6.8,en,Crime Thriller,https://image.tmdb.org/t/p/original/mG334OlDVJpD8gMfTCM2Mpp0gQH.jpg,8,0.162589414
3/14/2013 0:00,The Place Beyond the Pines,motorcycle stunt rider considers committing crime order provide wife child puts collision course turned politician ,18.454,4029,6.9,en,Drama Crime,https://image.tmdb.org/t/p/original/vY5j2xQzMGWmxBuhQo0HfA4Lxqb.jpg,8,0.173045769
3/14/2013 0:00,The Incredible Burt Wonderstone,breaking longtime stage partner famous jaded vegas magician fights relevance street magician appears scene ,16.08,1199,5.6,en,Comedy,https://image.tmdb.org/t/p/original/iRUnMedYNuZD71FNPoCJFHgR4Kf.jpg,8,0.094316053
3/15/2013 0:00,The Croods,prehistoric croods family live particularly dangerous moment time patriarch grug mate ugga teenage daughter thunk feisty gran gather food huddle cave night evolved caveman named arrives scene grug distrustful becomes apparent correct impending destruction world ,85.795,5882,6.9,en,Animation Adventure Family Fantasy Comedy Action,https://image.tmdb.org/t/p/original/pBn3zbixFgX11lZ84KJgLoELfYd.jpg,8,0.494780901
3/15/2013 0:00,The Wizards Return: Alex vs. Alex,russo family friends headed tuscany italy meet lost relatives alex tries prove seemingly carefree young wizard inadvertently conjures spell creates good alex evil alex evil alex gets roped charming young wizard foreboding plan take world good alex find family humankind leads monumental battle versions atop tower pisa ,17.146,621,6.9,en,Family Adventure Comedy Drama,https://image.tmdb.org/t/p/original/iWL88DymJrzO6hYI1ykUeUohqef.jpg,8,0.375610754
3/15/2013 0:00,Return to Nim's Island,fourteen year determined protect island wildlife call faces resort developers animal poachers realizes canâ depend animal cohorts make human friend edmund whoâ island mainland ,13.779,461,6.4,en,Family Adventure,https://image.tmdb.org/t/p/original/qcmBwtLH9waYDD1BdX6RMR7tDAF.jpg,8,0.189359631
3/17/2013 0:00,The Reluctant Fundamentalist,york pakistani native finds dream collapsed wake terrorist attacks ,16.689,172,6.6,en,Thriller,https://image.tmdb.org/t/p/original/cWHLPwDW4fkLYLd75VpM7OfHfQm.jpg,8,0.081478715
3/20/2013 0:00,Olympus Has Fallen,white house secret service code olympus captured terrorist mastermind president kidnapped disgraced former presidential guard mike banning finds trapped building national security team scrambles respond forced rely banning knowledge help retake white house president avert bigger disaster ,68.241,5605,6.4,en,Action Thriller,https://image.tmdb.org/t/p/original/gKnx04MxnKcf5uOdhHhAAkqcCg.jpg,8,0.129097763
3/21/2013 0:00,Windstorm,spending summer grandmother farm girl discovers talent communicating horses tries tame fierce stallion ,14.662,220,7.4,de,Adventure Family,https://image.tmdb.org/t/p/original/dshXuNNZHSLH25WPKcIKIs0OoJj.jpg,6,0.189359631
3/22/2013 0:00,The Host,parasitic alien soul injected body melanie stryder instead carrying race mission taking earth wanda comes called forms bond host sets free humans ,30.228,3531,6.3,en,Action Adventure Romance Science Fiction Thriller,https://image.tmdb.org/t/p/original/ok2sl6rGITZ0W94DeRU4VkB2ssW.jpg,8,0.47870628
3/23/2013 0:00,Rape Zombie: Lust of the Dead 3,zombies arose nuclear outbreak numbers group girls lost comrades fighting horny zombies stay alive stop plague ,15.724,18,5.9,ja,Horror Comedy,https://image.tmdb.org/t/p/original/oeo54WatPOznX3cBJbJgDvevDJN.jpg,21,0.141935101
3/23/2013 0:00,Rape Zombie: Lust of the Dead 2,strange virus turns world population lust eating zombies akihabara japan males found uninfected team zombies flesh blood surviving young women fill lust women survivors fight survive apocalyptic japan ,13.611,27,4.6,ja,Horror Comedy,https://image.tmdb.org/t/p/original/vcHSq4I4JvclMQGrw12oDZ0AwXX.jpg,21,0.141935101
3/27/2013 0:00,G.I. Joe: Retaliation,framed crimes country team terminated presidential order forces joes fighting mortal enemy cobra forced contend threats government jeopardize existence ,40.91,4798,5.6,en,Science Fiction Adventure Action Thriller,https://image.tmdb.org/t/p/original/3rWIZMzTKcCtV0eHJ70Z4Ru659f.jpg,8,0.372887518
3/28/2013 0:00,We Are the Nobles,tells riches rags story nobles upper class twenty somethings appear limits checkbooks direction lives father tries teach lesson staging financial scandal forces family escape house poor side town leads kids jobs ,39.566,384,7.9,es,Comedy,https://image.tmdb.org/t/p/original/wsj9TvkL6Uh9leY08nuyE4OhOXW.jpg,9,0.094316053
3/30/2013 0:00,Dragon Ball Z: Battle of Gods,events battle gods take place years battle majin determined fate entire universe awakening slumber beerus destruction visited whis attendant learns galactic overlord frieza defeated super saiyan north quadrant universe named goku former student north ecstatic challenge goku ignores king advice battles beerus easily overwhelmed defeated beerus leaves eerie remark earth worthy destroy lingers heroes stop destruction lost ,138.024,1193,6.8,ja,Animation Action Science Fiction,https://image.tmdb.org/t/p/original/nxZEdYcHMuD8SSuwusDnK9CD2H1.jpg,21,0.27853767
4/3/2013 0:00,Adore,lifelong friends grown neighbors idyllic beach town adults sons developed friendship strong binds mothers summer confronted simmering emotions mounting find unexpected happiness relationships cross bounds convention ,41.053,799,6.1,en,Drama,https://image.tmdb.org/t/p/original/hIQqIeG7Ude0QRUFntdLtsAUEBB.jpg,8,0.09193507
4/3/2013 0:00,App,young psychology student drawn dark fearful world diabolic mysterious starts terrorize distributing compromising photographs videos text messages delves deeper deeper personal life flawlessly exposing deepest secrets ,33.287,57,5.1,nl,Thriller,https://image.tmdb.org/t/p/original/mlJTIFUbTBCqpOuLltLC8nlqkvL.jpg,28,0.081478715
4/5/2013 0:00,Evil Dead,young woman struggling sobriety heads remote cabin group friends discovery book dead unwittingly summon dormant demons possess youngsters ,53.261,3595,6.5,en,Horror,https://image.tmdb.org/t/p/original/1gDV0Lm9y8ufIKzyf0h0GBgb9Zj.jpg,8,0.047619048
4/5/2013 0:00,Stranger Things,oona recent graduate anthropology returned dead motherâ seaside cottage southern england prepare sale arrival disturbs mani wary vagrant squatting property ,16.899,38,8.3,en,Drama,https://image.tmdb.org/t/p/original/4TKdguyacjYrC1Hnbi3PjSP8r3M.jpg,8,0.09193507
4/8/2013 0:00,Paranormal Movie,haunted paranormal captures camera horror hilarity beautiful girlfriend encounter moving ,22.078,20,4.1,en,Comedy,https://image.tmdb.org/t/p/original/sS8Q1Ukpobhe2ylsEVmeK6wbys5.jpg,8,0.094316053
4/10/2013 0:00,Oblivion,jack harper drone repairmen stationed earth part massive operation extract vital resources decades terrifying threat known scavs jackâ mission nearly complete existence brought crashing rescues beautiful stranger downed spacecraft arrival triggers chain events forces question knows puts fate humanity hands ,33.561,9117,6.6,en,Action Science Fiction Adventure Mystery,https://image.tmdb.org/t/p/original/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg,8,0.33902785
4/11/2013 0:00,Scary Movie 5,newly formed family happy parents jody haunted sinister paranormal activities determined expel insidious force install security cameras discover family stalked evil dead demon ,84.19,2274,4.8,en,Comedy,https://image.tmdb.org/t/p/original/2uXj7DCoSknaUzIHJ3F460Z7t24.jpg,8,0.094316053
4/12/2013 0:00,42,powerful story jackie robinson legendary baseball player broke major league baseballâ color barrier joined roster brooklyn dodgers film follows innovative dodgersâ general manager branch rickey executive signed robinson minors helped bring show ,18.378,1449,7.1,en,Drama,https://image.tmdb.org/t/p/original/iZ7jVGQWj3eBUdqwAPUlKk0BaS2.jpg,8,0.09193507
4/12/2013 0:00,The Colony,forced underground struggling outpost survivors fight preserve humanity threat savage nature ,16.484,906,5.4,en,Action Science Fiction Horror,https://image.tmdb.org/t/p/original/8psyvL65w3byekDoafV9h4TZC6s.jpg,8,0.244413633
4/13/2013 0:00,HK: Forbidden Super Hero,school student kyosuke shikijo talented member school martial arts fist club late father detective kyosuke share father strong sense justice kyosuke secret kyosuke likes wear female underwear transforms alter hentai kamen wearing female underwear gaining superhuman powers unusual interest comes parents father masochist mother sadist chance kyosuke gets underwear female school student aiko himeno underwear gains various pervert techniques attempts protect aiko dirty heinous teacher ,33.554,128,6.3,ja,Action Comedy,https://image.tmdb.org/t/p/original/o5ENtNf4uNACilr90RNTIhd2CtU.jpg,21,0.141935101
4/18/2013 0:00,Iron Man 3,tony stark world torn apart formidable terrorist called mandarin starts odyssey rebuilding retribution ,113.811,19150,6.9,en,Action Adventure Science Fiction,https://image.tmdb.org/t/p/original/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,8,0.291408802
4/18/2013 0:00,Pain & Gain,daniel lugo manager miami decides achieve version dream extortion achieve goal recruits musclemen paul adrian accomplices failed attempts abduct rich businessman victor kershaw convince sign assets kershaw makes alive authorities reluctant believe story ,66.282,3654,6.2,en,Crime Action Comedy,https://image.tmdb.org/t/p/original/ddTWL7lZafCJ2VqWdaGg0pl8Adb.jpg,8,0.2230458
4/18/2013 0:00,Adult World,naive college graduate believes destined great poet begrudgingly accepts shop pursues mentorship reclusive writer billings ,19.465,313,6.1,en,Comedy,https://image.tmdb.org/t/p/original/gI3AmarNB7eJXG0Qe8DzWiYjBWv.jpg,8,0.094316053
4/18/2013 0:00,The Numbers Station,moral values longtime wetwork black agent tested operation receives unfavorable psych evaluation given break seemingly uncomplicated assignment simply protecting security young female code announcer code resources remote station assigned ambush phone call becomes complicated fight survival ,19.378,452,5.5,en,Action Thriller,https://image.tmdb.org/t/p/original/bcpaJ2JYM2WKzzuRUAB869uMWnK.jpg,8,0.129097763
4/19/2013 0:00,Detective Conan: Private Eye in the Distant Sea,movie state aegis vessel full cooperation japan life ministry defense maritime self defense force corpse self defense force member found infiltrated aegis vessel heroine jeopardy conan forced stand dangerous ,28.356,70,6.7,ja,Action Animation Drama,https://image.tmdb.org/t/p/original/dBZ3yeNvVLrZOdxzDh9IM0Sbcpy.jpg,21,0.221297202
4/20/2013 0:00,Steins;Gate: The Movie âˆ’ Load Region of DÃ©jÃ  Vu,year events anime rintarou begins feel repercussions extensive time travel eventually completely fades reality kurisu companion remember find bring ,26.328,217,7.6,ja,Science Fiction Animation Drama,https://image.tmdb.org/t/p/original/bXhogkZCR0aOQ077rfMULYbDmtH.jpg,21,0.322853693
4/21/2013 0:00,Lovestruck: The Musical,harper dancers broadway injury caused leave spotlight become choreographer raise daughter mirabella mirabella decides quit show married mother determined stop wedding show mirabella give career love ,16.155,134,6.5,en,Comedy Fantasy Romance Music TV Movie,https://image.tmdb.org/t/p/original/2SYu78HqqrDw0Pph44Ikr1eNJbN.jpg,8,0.502174953
4/23/2013 0:00,Superman: Unbound,superman supergirl take cybernetic known brainiac boasts possesses knowledge strength worlds ,23.75,295,6.7,en,Animation Action Adventure,https://image.tmdb.org/t/p/original/eClisUhexQO3ofrge3RtDQZqDq8.jpg,8,0.223976349
4/24/2013 0:00,Iron Man: Rise of Technovore,iron enlists help ruthless vigilante punisher track machine murderer pursued agents black widow hawkeye suspect involvement recent terrorist plot ,18.908,130,5.8,ja,Science Fiction Animation Action,https://image.tmdb.org/t/p/original/eHDez1uN5X2ZAq4niX7HvhyZIIO.jpg,21,0.27853767
4/27/2013 0:00,Welcome to the Jungle,company retreat tropical island goes terribly awry ,34.203,329,5.1,en,Comedy,https://image.tmdb.org/t/p/original/wRHaPGBBmQhUVgYofPoaqTEdUWq.jpg,8,0.094316053
5/1/2013 0:00,Belle,belle inspired story dido elizabeth belle illegitimate mixed race daughter royal navy admiral raised aristocratic great uncle lord mansfield wife belle lineage affords privileges color skin prevents fully participating traditions social standing wonder find love belle falls idealistic young vicar bent change help shapes lord mansfield role lord chief justice slavery england ,20.163,566,7.2,en,Drama,https://image.tmdb.org/t/p/original/sTOuax6d5f9LDpZ8RvwHvQ88d1N.jpg,8,0.09193507
